"Name","id.review","Text","Neg or Pos","Province","Type"
"Hotel 152",27,"struttura meravigliosa  camera superior con arredo curato nel minimo dettaglio  stile che richiama la tradizione sarda  il tutto rifinito con materiali di ottima qualit  e scelta   a partire ad esempio dalle tende e dal copriletto  cos  come il rivestimento del divanetto  davvero tutto scelto con gusto  colori tenui che rilassano la mente e rendono l ambiente accogliente tanto da farti sentire a casa  ma allo stesso tempo ogni elemento d arredo racchiude in s  un eleganza tale  nata da un accurata e attenta scelta del dettaglio  proprio come dovrebbe essere un hotel di questa caratura  spazi ampi da consentire una maggiore organizzazione e sistemazione dei bagagli   ripostiglio e mini frigo super funzionante che raffredda benissimo  cos  come anche il minifreezer al suo interno  cambio lenzuola e asciugamani giornaliero  addirittura nell arco della settimana hanno cambiato anche il copriletto  solo un giorno non hanno cambiato le lenzuola  ma   bastato uno squillo alla reception  e non hanno esitato a sollecitare subito la governante  e nel giro di poco    lenzuola pulite  all arrivo  siamo stati aiutati dal personale a trasportare le valige sino alla stanza con una simpatica macchinina elettrica  personale super gentile  cordiale e disponibile  pronto a risolvere qualsivoglia tipo di esigenza e richiesta o a rispondere ad eventuali informazioni  abbiamo soggiornato in regime di mezza pensione  con colazione e cena   su richiesta la cena poteva essere invertita con il pranzo  qualora un giorno ne avessimo avuto esigenza    la cena era con servizio a tavolo   bevande escluse  tutto ottimo   con prodotti di ottima scelta  il pranzo a buffet  sempre bevande escluse forse leggermente da migliorare  colazione meravigliosa e con vasta scelta  tutto buonissimo  tutto pulitissimo  a partire da ogni   zona  della struttura  cos  come la piscina  il bar la piazzetta  davvero grazioso  e le camere ","Pos","Cagliari","3-Star"
"Hotel 45",554,"difficile trovarlo  senza navigatore  bastava dire che   vicino alla caserma della polizia  ","Neg","Medio Campidano","Other Facilities"
"Hotel 163",137,"the hotel is beautiful and the gardens great  the restautrant was excellent  fantastic food  the gardens were beautiful too ","Pos","Carbonia-Iglesias","Other Facilities"
"Hotel 299",22,"there are few things that were inconvinient  while my rating is still 10 10  as we ve agreed to stay in a bit distanced place   so sharing more for potentail guests awareness  internet connection is a challenge  internet is there and generally available  but very slow and hard to enjoy video streaming or video conferences  this place is in a distance of around 10 15 minutes from stores and restaurants  so mid day lunch  especially druing siesta hours  is a challenge  as only breakfast and dinners are served on site  you will get italian neighours on the swimming pool coming as well  while we always had sunbeds available  so not a big problem  still a great place  so highly recommended ","Neg","Oristano","2-Star"
"Hotel 600",193,"ottima colazione abbondante","Pos","Sassari","2-Star"
"Hotel 297",350,"the location was great   a 5 minute walk from the port  train station  and the bus station  also bang in the heart of old town cagliari  the room was pretty comfortable and the sleep quality was good","Pos","Cagliari","3-Star"
"Hotel 513",61,"beautiful sea view ","Pos","Nuoro","3-Star"
"Hotel 537",153,"the internet access was beyond dreadful      upgrade it now please ","Neg","Sassari","4-Star"
"Hotel 292",21,"consumazioni a bordo piscina e ristorante hanno i prezzi troppo alti","Neg","Nuoro","Other Facilities"
"Hotel 404",57,"the pool area was beautiful  everyone was very helpful  we really enjoyed our stay ","Pos","Nuoro","4-Star"
"Hotel 525",197,"il wifi  nonostante l accesso effettuato la prima volta  richiedeva password e account ogni volta  che si rientrava in albergo  o che si apriva internet  un po  lento ","Neg","Olbia-Tempio","3-Star"
"Hotel 539",330,"you have to pay for use of wifi   expensive and inconvenient","Neg","Olbia-Tempio","3-Star"
"Hotel 304",409,"pool  food  service ","Pos","Cagliari","3-Star"
"Hotel 591",44,"vicino al centro","Pos","Olbia-Tempio","3-Star"
"Hotel 447",41,"beautiful location and relaxed and peaceful surroundings  very friendly and helpful staff reflecting the exclusive nature of the hotel ","Pos","Olbia-Tempio","5-Star"
"Hotel 545",723,"tutto ","Neg","Olbia-Tempio","3-Star"
"Hotel 43",69,"la colazione non abbiamo potuto farla per orario del volo molto presto  la camera molto bella  il personale gentilissimo ","Pos","Oristano","3-Star"
"Hotel 545",1254,"le pulizie venivano svolte sempre dopo l ora di pranzo  in orari in cui l ospite   in stanza  la qualit  della pulizia non era soddisfacente per un resort a 4 stelle  tavoletta del wc sconnessa ","Neg","Olbia-Tempio","3-Star"
"Hotel 329",19,"direi niente","Neg","Sassari","Other Facilities"
"Hotel 398",311,"buona posizione ","Pos","Olbia-Tempio","4-Star"
"Hotel 545",524,"essendo i primi di giugno alcuni dei negozi e dei ristoranti all interno del village sono ancora chiusi  a parte questo  tutto perfetto ","Neg","Olbia-Tempio","3-Star"
"Hotel 278",60,"la camera vista mare e la posizione vicino al centro  posto silenzioso dove la notte senti solo le onde del mare ","Pos","Cagliari","3-Star"
"Hotel 415",239,"posizione centrale dell hotel  stile arredamento della camera ","Pos","Olbia-Tempio","4-Star"
"Hotel 105",39,"il panorama   spettacolare  la proprietaria   molto disponibile e cordiale  struttura confortevole e graziosa  ottima pulizia di tutta la struttura ","Pos","Oristano","3-Star"
"Hotel 595",56,"love the location and view ","Pos","Olbia-Tempio","4-Star"
"Hotel 146",4,"le proposte del menu per mezzogiorno e sera","Pos","Cagliari","Other Facilities"
"Hotel 191",103,"hotel con standard elevati  tutto perfetto","Pos","Medio Campidano","3-Star"
"Hotel 381",34,"un po  datati i sanitari del bagno ","Neg","Sassari","4-Star"
"Hotel 608",10,"direi che   tutto perfetto sapendo che non si v  in una struttura con camere climatizzate mega televisori ed altre tecnologie  tutto questo   ripagato da una posizione impagabile  immersi nella natura e nel silenzio gestito da persone molto piacevoli e disponibili  da tornarci  e ritornarci","Pos","Olbia-Tempio","3-Star"
"Hotel 568",75,"bel contesto  staff disponibile  buon ristorante ","Pos","Sassari","4-Star"
"Hotel 70",75,"very  nice hotel  with a great view  beautiful room and a wonderful restaurant  price very reasonable ","Pos","Medio Campidano","3-Star"
"Hotel 539",81,"tutto perfetto","Neg","Olbia-Tempio","3-Star"
"Hotel 478",182,"it is not a 4 star hotel  apartments is in other building which is not as nice as the part where the rooms are ","Neg","Olbia-Tempio","4-Star"
"Hotel 356",106,"hotel is a mix between business   leisure hotel  nice swimming pool nice staff big and clean rooms","Pos","Sassari","Other Facilities"
"Hotel 262",60,"la torta con le gocce di cioccolato era deliziosa    posto fantastico","Pos","Cagliari","1-Star"
"Hotel 154",166,"la costruzione  troppo cemento armato e non consone al panorama ","Neg","Ogliastra","4-Star"
"Hotel 190",18,"posizione buona per arrivare sia al paese che alle spiagge ma affacci purtroppo su strada o su zone di passaggio  poche rifiniture  televisori vecchi  materassi diversi nei  letti matrimoniali e se chiedet  il lettino da campeggio richiedete il materasso   ","Neg","Cagliari","2-Star"
"Hotel 465",15,"wonderful location outside of alghero   a beautiful property   the rooms are comfortable and very clean and spacious   the property is well maintained   the pool is excellent   the staff are very friendly and helpful   breakfast is terrific   an all round wonderful place to stay ","Pos","Olbia-Tempio","3-Star"
"Hotel 232",186,"vicinanza all aeroporto di cagliari  piscina esterna  camere spaziose e pulite","Pos","Ogliastra","4-Star"
"Hotel 563",158,"rooms were a little bit basic and had to pay for the parking  ","Neg","Olbia-Tempio","4-Star"
"Hotel 47",42,"nulla di particolare","Neg","Cagliari","Other Facilities"
"Hotel 45",559,"vacanza troppo breve ","Neg","Medio Campidano","Other Facilities"
"Hotel 195",250,"breakfast wasn t that good ","Neg","Cagliari","Other Facilities"
"Hotel 3",50,"la colazione e la cena non all altezza del posto  molto carenti entrambe","Neg","Sassari","3-Star"
"Hotel 145",86,"you can walk to the pool  which belongs to a restaurant  from the garden big terrace in 2 mins  it cost 15 euro per day for two beds  we did not rent it because it was windy  our room has very nice view  super helpful and friendly staff  in the summer this place will be a heaven  the parking will be very difficult around the beach ","Pos","Cagliari","3-Star"
"Hotel 576",92,"excellent value  booked early   staff very friendly and helpful  hotel new and super clean with a relaxing atmosphere  beautiful beaches in area ","Pos","Olbia-Tempio","4-Star"
"Hotel 228",29,"la camera e il bagno erano molto grandi e spaziosi  ","Pos","Cagliari","4-Star"
"Hotel 597",48,"staff eccellente  rita e marco davvero simpatici e accoglienti  ci siamo sentiti a casa  posizione centrale e al tempo stesso silenziosa  non lontano da spiagge da sogno raggiungibili facilmente sia in auto che in bus  parcheggio gratuito nelle immediate vicinanze  stanza dotata di tutti i comfort e molto pulita  colazione inclusa strepitosa  rapporto qualita  prezzo  imbattibile  ci torneremo ","Pos","Olbia-Tempio","2-Star"
"Hotel 103",218,"ospitalit  e disponibilit  dello staff","Pos","Cagliari","3-Star"
"Hotel 599",106,"cordialita   pulizia  accoglienza e cibo","Pos","Olbia-Tempio","3-Star"
"Hotel 466",21,"we had a private room with a pool and the property was great  beautiful sea views and very spacious  we had massages that were really good  you can easily walk into town for dinner and the night market  beaches a short drive away are beautiful  food at the hotel is very good and sometimes there is entertainment ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 308",54,"la stanza piccola per tre adulti","Neg","Cagliari","4-Star"
"Hotel 545",291,"nulla","Neg","Olbia-Tempio","3-Star"
"Hotel 197",27,"veramente tutto perfetto  staff super  posto meraviglioso ","Pos","Cagliari","3-Star"
"Hotel 614",84,"l  strutture   semplice e accogliente  la pulizia   ottima le stanze silenziose  posizione centrale e facilmente raggiungibile con parcheggi disponibili nelle immediate vicinanze  abbiamo trovato ottima la colazione  prodotti freschi  genuini  variegata e abbondante    hotel consigliato per passare qualche notte    ","Pos","Olbia-Tempio","4-Star"
"Hotel 169",36,"per i giorni di ns  permanenza 3 la tv in camera non ha mai funzionato","Neg","Nuoro","Other Facilities"
"Hotel 349",11,"i piatti del ristorante  troppo sofisticati ed elaborati per il posto e con poca scelta nel men  oltre ad essere sovra pagati e sicuramente non abbondanti   sarebbero stati meglio piatti pi  semplici e adatti anche a chi non ama gusti   gourmet  o quanto meno proposti in alternativa ","Neg","Olbia-Tempio","3-Star"
"Hotel 56",44,"troppe cose da dire  colazione scarsa  camere poco curate e sporche   la doccia era rotta  condizionatore rumoroso e male funzionante per non parlare del ventilatore a soffitto che girava tutta la polvere nella stanza  peccato perch  la struttura sarebbe bellissima ma servirebbero pi  accorgimenti","Neg","Ogliastra","3-Star"
"Hotel 208",171,"siamo rimasti soddisfatti","Pos","Ogliastra","4-Star"
"Hotel 154",31,"ottimo punto di partenza per escursioni e i migliori posti di mare  qualit  prezzo e personale disponibile ","Pos","Ogliastra","4-Star"
"Hotel 282",172,"tutto   soggiorno al nuovo gabbiano da 3 anni e mi sono trovata sempre benissimo lo consiglio assolutamente ","Pos","Ogliastra","4-Star"
"Hotel 413",105,"it was very nice  clean  modern place ","Pos","Nuoro","3-Star"
"Hotel 427",250,"niente","Neg","Olbia-Tempio","4-Star"
"Hotel 268",153,"maybe include in future  in menu fast  snack not only dinner ","Neg","Cagliari","4-Star"
"Hotel 327",21,"really old interior  dirty carpets  spa   only small pool is open and everything else closed ","Neg","Olbia-Tempio","3-Star"
"Hotel 524",95,"il prezzo   la praticit  della struttura ","Pos","Olbia-Tempio","4-Star"
"Hotel 118",460,"nice and clean room  good looking enteriour overall  easy to reach by car  breakfast is really good ","Pos","Ogliastra","3-Star"
"Hotel 211",33,"  poor room furniture    horrible bed  only supported by wood     air conditioning not free of charge  5  day     poor room electrical installation  free wires arround the door     breakfest  additional fees for eggs for example    very expensive bicycle rental","Neg","Carbonia-Iglesias","3-Star"
"Hotel 434",282,"spacious  clean  and comfortable beds ","Pos","Sassari","4-Star"
"Hotel 486",170,"huge bedroom  very confortable  employees very helpful and friendlies ","Pos","Olbia-Tempio","4-Star"
"Hotel 155",21,"troppo caro","Neg","Cagliari","3-Star"
"Hotel 282",133,"purtroppo il frigo del mini bar era difettoso e non mi ha fatto dormire benissimo   poi si   zittito  ","Neg","Ogliastra","4-Star"
"Hotel 390",53,"camera da letto troppo piccola letto alla francese scomodo tv non funzionante e molto vecchia doccia fredda pulizie molto carente   ","Neg","Olbia-Tempio","4-Star"
"Hotel 494",105,"colazione migliorabile ","Neg","Sassari","3-Star"
"Hotel 435",55,"edificio vecchio e con scarsa manutenzione  crepe nei muri  intonaco da rifare  porte e finestre difettose       sembra una casa di riposo  niente frigo in camera  niente balcone  solo una finestra a compasso  wifi incostante  colazione di scarsa qualit  ","Neg","Sassari","Other Facilities"
